,Name,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,catagory,description,sub_catagory
251,Kiwi Margarita ,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,35.0,,,,,beverage
252,Almond Milk Thandai ,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,36.0,,,,,beverage
253,Fresh Raw Badam Milk ,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,37.0,,,,,beverage
254,Old Fashioned ,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,38.0,,,,,beverage
255,Moscow Mule ,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,39.0,,,,,beverage
256,Chilled Darjeeling First Flush With Mango &amp; Mint ,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,40.0,,,,,beverage
257,Mango And Peach White Iced Tea ,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,41.0,,,,,beverage
258,"Love, Live And Laugh ",258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,42.0,,,,,beverage
259,Express Affinity ,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,43.0,,,,"Key Ingredients:  vodka espresso,  regular coffee, Cola to top up",beverage
260,Baba Budan No. 7 ,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,44.0,,,,"Key Ingredients: Rum, Espresso, Sugar syrup/Gur (jaggery) syrup, Green cardamom pod, ",beverage
261,Falsa Sherbet ,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,45.0,,,,"Key Ingredients: Falsa, Sugar, Lemons, Mint leaves, Ice cubes",beverage
262,Fruit Infused Tea ,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,46.0,,,,"Key Ingredients: chamomile tea bags, orange, berries, blueberries, ginger, mint leaves, boiling water",beverage
263,Ek Bar Mulled Wine ,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,47.0,,,,,beverage
264,Coconut Water With Lemon And Mint ,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,48.0,,,,"Key Ingredients: coconut, Mint leaves, honey, lemon",beverage
265,Genie In A Bottle ,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,49.0,,,,"Key Ingredients: White rum, Blueberries, Lemon juice, Lavender syrup, Soda ",beverage
266,Pina Colada ,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,50.0,,,,,beverage
267,Soya Milk ,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,51.0,,,,"Key Ingredients: सोयाबीन, गर्म पानी",beverage
268,Feliz Navidad ,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,52.0,,,,"Key Ingredients: वोडका, ट्रिपल सेक मिक्सड, फ्रेश लाइम, क्रेनबेरी जूस, बर्फ",beverage
269,Mango Mastani ,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,53.0,,,,"Key Ingredients: मैंगो पल्प, चीनी, दूध, मैंगो आइसक्रीम, इलाइची पाउडर, बादाम के टुकड़े, सिल्वर वर्क",beverage
270,Spiced Coffee ,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,54.0,,,,"Key Ingredients: ताजी पीसी हुई कॉफी, इलाइची पाउडर, अदरक, दूध , चीनी, क्रीम , चॉकलेट ",beverage
271,Filter Coffee ,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,55.0,,,,"Key Ingredients: कॉफी पाउडर, पानी, दूध, चीनी ",beverage
272,Cappuccino ,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,56.0,,,,"Key Ingredients: दूध, दालचीनी स्टिक, स्ट्रांग कॉफी, चीनी , दालचीनी (पीसी हुई)",beverage
273,Detox Haldi Tea ,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,57.0,,,,"Key Ingredients: हल्दी, अदरक, काली मिर्च, शहद, पानी",beverage
274,Mixed Berry &amp; Banana Smoothie ,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,58.0,,,,"Key Ingredients: फिरोजन मिक्स बेरिज़, पका हुआ केला, ताजा संतरे का जूस, लो फैट दही",beverage
275,Banana Walnut Smoothie ,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,59.0,,,,"Key Ingredients: लो फैट दही, केला, अखरोट, सीड्स  (फैक्ससीड्स और चिया सीड्स), शहद",beverage
276,Badam Ka Kahwa ,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,60.0,,,,"Key Ingredients: ग्रीन टी बैग्स, बादाम सिल्वर, इलाइची, दालचीनी स्टिक, लौंग, शहद, केसर के रेशे",beverage
277,Almond &amp; Holy Basil Thandai ,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,61.0,,,,"Key Ingredients: बादाम, खरबूजे के बीज, खसखस, बादाम सिल्वर, शुगर, केसर, होली बैजल, दूध, हरी इलाइची पाउडर, कालीमिर्च, सौंफ ",beverage
278,Rangeela ,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,62.0,,,,"Key Ingredients: वाइट रम, ग्रेनाडिन, मैंगो पल्प, नींबू का रस, शुगर सिरप, ब्लू क्यूराको, गिलास ",beverage
279,Boondi Mojito ,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,63.0,,,,"Key Ingredients: बूंदी, पुदीने के पत्ते, नींबू का रस, शुगर सिरप, वाइट रम, ए स्पैलेश आॅफ एनी फिज ड्रिंक ",beverage
280,Amla Freshener ,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,64.0,,,,"Key Ingredients: आवंला रस, नींबू का रस, अदरक का रस, अदरक के टुकड़े, पुदीने के पत्ते, शुगर सिरप, काला नमक, जीरा पाउडर, पानी",beverage
281,Gulkand Bahar ,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,65.0,,,,"Key Ingredients: गुलाब सिरप, नींबू का रस, शुगर सिरप, अदरक जूस, सोडा",beverage
282,Chickoo Lassi ,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,66.0,,,,"Key Ingredients: चीकू, दही, दूध, इलाइची पाउडर, शहद ",beverage
283,Nitro-arc ,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,67.0,,,,"Key Ingredients: शुगर क्यूब, बिटर , रे विस्की, कल्हुआ, अनीस के बीज",beverage
284,Tropicana Spritz ,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,68.0,,,,"Key Ingredients: एप्पल वार्म जूस, विस्की, कॉट्रिओ, नींबू का रस, सोडा , एप्पल स्लाइस",beverage
285,Espresso Old Fashioned ,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,69.0,,,,"Key Ingredients: डबल शॉट एस्प्रेसो (रूम टेम्परेंचर), बॉर्बन विस्की, शुगर सिरप, बिटर्स , नींबू ",beverage
286,Classic Whisky Smash ,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,70.0,,,,"Key Ingredients: पुदीने के पत्ते, नींबू, शुगर सिरप, बॉर्बन विस्की, क्रश बर्फ ",beverage
287,Warm Apple &amp; Kinnu Winter Punch ,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,71.0,,,,"Key Ingredients: लौंग, सेब का जूस, दालचीनी स्टिक, जायफल, शहद, नींबू का रस, पाइनएप्पल जूस, किन्नू संतरे का जूस",beverage
288,Bamboo Biryani ,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,0.0,,,,chicken,"Key Ingredients: chicken, salt, black pepper powder, turmeric powder, red chilli powder, coriander seeds powder, cumin seeds, biryani masala, ginger, Garlic cloves, Green chillies, Coriander leaves, Mint leaves, curd, basmati rice, ghee/oil, Whole spices, Saffron water, Fried onions",
289,Steam Bunny Chicken Bao ,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,1.0,,,,chicken,"Key Ingredients: Buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",
290,Meat Lovers Pizza ,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2.0,,,,chicken,"Key Ingredients: millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",
291,Garlic And Pinenut Soup With Burnt Butter Essence ,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,3.0,,,,chicken,"Key Ingredients: Garlic cloves, Almonds (whole), parsley, Bayleaf, chicken broth, nutmeg, Egg yolk, heavy cream, White bread slices, butter, salt, pepper, white wine",
292,Dum Biryani Risotto ,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,4.0,,,,chicken,"Key Ingredients: olive oil, butter, garlic , onion, celery, leeks, biryani masala, tandoori chicken, makhani gravy, coriander, mint, risotto, cream, salt, pepper, For garnishing:, fried onion, lemon wedges",
293,Korean Bibimbap ,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,5.0,,,,chicken,"Key Ingredients: carrot, yellow and green zucchini, bell pepper, pok choy, spinach, chicken, prawns, jasmine rice, soya sauce, sesame oil, pepper, salt, garlic, ginger, egg, For Gochujang Sauce:, gochujang paste, garlic , chilli paste, sugar",
294,Roast Turkey With Cranberry Sauce ,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,6.0,,,,chicken,"Key Ingredients: whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",
295,Chicken Parmigiana With Tomato Sauce ,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,7.0,,,,chicken,"Key Ingredients: For chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, For pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, For garnishing:, parsley sprig, spinach",
296,Roasted Spring Chicken With Root Veggies ,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,8.0,,,,chicken,"Key Ingredients: whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",
297,Peri Peri Chicken Satay ,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,9.0,,,,chicken,"Key Ingredients: boneless skinless chicken thigh (trimmed), salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",
298,Chicken Popcorn ,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,10.0,,,,chicken,"Key Ingredients: chicken (boneless), corn flour or all purpose flour, egg, bread crumbs, salt, ginger garlic paste, black pepper, onion powder (optional), red chilli powder or paprika or cayenne pepper, oil for deep frying",
299,Chocolate Samosa ,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,11.0,,,,chicken,"Key Ingredients: refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",
300,Kalmi Kebab ,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,12.0,,,,chicken,"Key Ingredients: Chicken thigh leg, Yogurt, Ginger-garlic paste, Lemon juice, Turmeric powder, Caraway seeds, Cashew nut powder, Green cardamom powder, Black pepper (crushed), Fresh cream, Refined oil",
301,Murg Bemisal ,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,13.0,,,,chicken,"Key Ingredients: Chicken breast, Cheese, Green chilli, Ginger, Salt, Whole jeera, Garlic, Onion, Tomato paste, Desi ghee, Cashew paste, Turmeric powder, Red chilli powder, Yellow chilli powder, Jeera powder, Kasoori methi, Garam masala, Cooking oil",
302,Half Roast Chicken ,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,14.0,,,,chicken,"Key Ingredients: Cooking oil, Whole chicken (skin on- rinsed and dressed), Onions (quartered- skin on), Garlic (halved - skin on), Carrots (roughly quartered), Celery , Thyme, Dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), Chicken stock, Butter, Sea salt",
303,Murgh Biryani ,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,15.0,,,,chicken,"Key Ingredients: Chicken leg B/L, Green chilli, Elaichi, Elaichi, Cinnamon sticks, Mace, Bay leaf, Javitri, Cloves, Basmati rice, Salt, Shahi jeera, Desi ghee, Ginger, Garlic, Saffron, Onion, Butter, Mint, Garam masala, Red chilli powder",
304,Riceless Chicken Biryani ,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,16.0,,,,chicken,"Key Ingredients: malabar peppercorn, Cinnamon stick, Green cardamom pods, star anise, Cloves, fennel seeds, vermicelli, desi ghee, shahi jeera, Bay leaves, Green chilli, mint leaves, onion, saffron, garlic paste, salt, chicken (dark meat), ginger paste, turmeric powder, coriander powder, red chilli powder, roma tomatoes (de-seedeed), water",
305,Chicken Farcha ,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,17.0,,,,chicken,"Key Ingredients: Boneless chicken thigh (without skin), Lemon juice, Garlic paste, Ginger paste, Red chilli powder, Coriander powder, Garam masala, Black pepper (crushed), Salt, Bread crumbs / semolina, Eggs, Red chilli powder, Oil",
306,Karri Murgh Tikka ,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,18.0,,,,chicken,"Key Ingredients: Chicken leg (boneless), Raw mango, Ginger, Garlic, Green chilli, Salt, Turmeric powder, Garam masala, Jeera powder, Lemon, Besan, Egg, Mint, Coriander, Curd",
307,Bhatti Ka Murgh ,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,19.0,,,,chicken,"Key Ingredients: Tandoori chicken, Ginger paste, Garlic paste, Hung curd, Onion paste, Lemon juice, Garam masala, Vinegar, Salt, Green coriander leaves, Black peppercorn (crushed), Oil/White butter",
308,Buldak (Hot And Spicy Chicken) ,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,20.0,,,,chicken,"Key Ingredients: Chicken drum sticks/ Chicken breast, Soy sauce, Sugar, Traditional corn syrup (substitution honey), Cheong ju (clear rice wine similar to Japanese  sake), Green onion, Black pepper, Olive oil, Sesame seeds (optional), For marinating sauce:, Gochugaru (red chili pepper flakes), Alapenos, Korean pear (substitution asian pear), Onion, Garlic, Soy sauce, Spicy yellow mustard, Sesame oil, Sugar, Mul yut (substitution honey)",
309,Chicken Sukka ,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,21.0,,,,chicken,"Key Ingredients: Chicken (small pieces), Onion (thin slices), Cardamom, Salt, Oil, Coriander, Cumin, Mustard, Pepper, Cloves, Cinnamon, Bedki chillies, Kashmiri chilies, Turmeric, Onion, Garlic, Ginger, Salt",
310,Tricolor Dimsums ,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,22.0,,,,chicken,"Key Ingredients: thigh minced chicken, green chilli, fresh coriander, oyster sauce, sesame oil, salt, broth powder, white pepper powder",
311,Steamed Chicken Roulade ,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,23.0,,,,chicken,"Key Ingredients: Lamb mince, Garlic , Salt, Paprika powder, Pomodaro Tomatoes, Olive oil, Celery, Shallots, Carrot, Black pepper, Bay leaf, Yellow chilli powder, Cilantro, Chicken thigh, Salt, White pepper powder, Garlic paste, White wine vinegar, Olive oil, Yellow chilli powder, Refined Oil, Fenugreek seeds, White pepper powder, Garlic, Fenugreek leaves, Onion, Broken cashew, Salt, Fresh cream, Kasoori methi",
312,Methi Chicken Masala ,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,24.0,,,,chicken,"Key Ingredients: Boneless Chicken, Lemon juice, Red chilli powder, Salt, Ginger garlic paste, Curd, Red chilli powder, Salt, Coriander powder, Oil, Onion, Oil, Bay leaf, Green cardamom, Black cardamom, Cinnamon, Ginger garlic paste, Tomato, Kasoori Methi, Green chilli, Water",
313,Restaurant Style Fried Chicken ,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,25.0,,,,chicken,"Key Ingredients: Egg, salt, white pepper, maida, salt, red chilli powder, garlic powder, ginger powder, onion powder, oregano, chillil flakes, white pepper, basil, chicken drumsticks, salt, white pepper, bread crumbs (as required)",
314,Chicken Potli ,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,26.0,,,,chicken,"Key Ingredients: chicken, onion, green chilli, garlic, ginger, salt, aromatic powder, soya sauce, oyster sauce, spring onion, filo sheets",
315,Spicy Chicken Masala ,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,27.0,,,,chicken,"Key Ingredients: Mustard oil, Curry leaves, Kalonjee, Saunf, Garlic, Onion, Tomatoes, Ginger, Green Chillies, Boneless Chicken, Salt, Tomato puree, Red chilli powder, Cumin powder, Black salt, Peppercorn (crushed), Water, Mint, Coriander",
316,Spicy Chicken Curry ,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,28.0,,,,chicken,"Key Ingredients: Oil, Ghee, Onion paste, Garlic paste, Ginger paste, Turmeric powder, Salt, Tomato Puree, Coriander powder, Red chilli powder, Cumin powder, Garam Masala, Chicken leg pieces, Coriander leaves, Water",
317,Crispy Herb Chicken ,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,29.0,,,,chicken,"Key Ingredients: Fresh breadcrumbs, Parmesan cheese, Lemon rind, Fresh Parsley leaves, Garlic powder, Plain flour, Egg, Milk, Chicken breast supremes, Vegetable Oil, Mayonnaise, Sour cream, Fresh Chives (dried if fresh not available), Fresh Parsley (dried if fresh not available), Garlic, Red Onion (optional), Ground Black Pepper, Salt",
318,Mummy Dogs ,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,30.0,,,,chicken,"Key Ingredients: Warm Water, Brown Sugar, Salt, Oil, Bread flour, Yeast, For rolls:, Breadstick dough (refrigerated), Hot Dogs, Mustard, Poppy Seed",
319,Mummy Wraps (Tortellini Stuffed With Minced Meat) ,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,31.0,,,,chicken,"Key Ingredients: Flour , Salt, Egg Yolk, Chicken Mince, Olive oil, Corn, Egg yolk, Thyme, Salt, Pepper, Pecan nut",
320,Dahi Chicken ,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,32.0,,,,chicken,"Key Ingredients: Dahi, Cumin Powder, Garlic Paste, Garam Masala, Turmeric Powder, Red Chilli Powder, Salt, Boneless Chicken, Oil, Green Chilli, Onion, Tomato",
321,Amritsari Chicken Masala ,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,33.0,,,,chicken,"Key Ingredients: Chicken, Ginger Garlic Paste, Curd, Lemon Juice, Vinegar, Coriander Powder, Cumin Powder, Red Chilli Powder, Salt, Onion, Butter, Red Chilli Powder, Coriander Powder, Cumin Powder, Ginger, Water, Salt, Green Chilli, Tomatoes, Sugar, Butter , Cream",
322,Chilli Chicken ,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,34.0,,,,chicken,"Key Ingredients: boneless chicken, salt, cornflour, black pepper, egg, soy sauce, red chilli sauce, garlic, green chillies, green chilli sauce, vinegar, onion, capsicum, black Pepper, salt",
323,Oat Crusted Chicken Tenders ,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,35.0,,,,chicken,"Key Ingredients: chicken breast (cut into strips), salt, garlic paste, ginger paste, green chilli paste, oats, refined flour, salt, freshly ground black Pepper, fried mixed herbs (italian herb), garlic powder",
324,Chicken Nimbu Dhaniya Shorba ,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,36.0,,,,chicken,"Key Ingredients: water, chicken (diced)), ginger garlic paste, coriander, Lemon, cream, butter, turmeric powder, green chilli paste, cornflour, salt",
325,Dahi Lasooni Chicken ,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,37.0,,,,chicken,"Key Ingredients: Chicken (boneless, cube size), Chesse, Garlic, Ginger Garlic Paste, Coriander, Green Chilli Paste, Cream (fresh), Curd, Kaju Paste, Salt, Black salt , Garam Masala, Chaat masala, Butter",
